Date;Close;Open;High;Low;Volume;Variation;return;volatility;lag1;lag2;vol_lag1;vol_lag2;ret_abs;ret_sq;ma5;ma20;std5;std20
2021-01-26;960.07;953.29;961.54;952.88;;0.71;0.007087038903012933;0.00506791690351944;0.007570887856846323;0.004555333900944362;0.005371450046854399;0.005385338201154126;0.007087038903012933;5.022612041281876e-05;948.7459999999999;930.5915000000001;0.003376346598131187;0.00506791690351944
2021-01-27;956.94;960.07;960.27;956.93;;-0.33;-0.0032655049075398885;0.005182270355066992;0.007087038903012933;0.007570887856846323;0.00506791690351944;0.005371450046854399;0.0032655049075398885;1.0663522301167097e-05;951.64;932.4525;0.004822705716682461;0.005182270355066992
2021-01-28;953.49;956.94;957.49;952.85;;-0.36;-0.0036117562542195922;0.005223228380177387;-0.0032655049075398885;0.007087038903012933;0.005182270355066992;0.00506791690351944;0.0036117562542195922;1.304478323989434e-05;953.9780000000001;934.2710000000001;0.005512904386887017;0.005223228380177387
2021-01-29;951.94;953.49;958.32;951.94;;-0.16;-0.0016269297133887914;0.005281467390662807;-0.0036117562542195922;-0.0032655049075398885;0.005223228380177387;0.005182270355066992;0.0016269297133887914;2.646900292307335e-06;955.1460000000001;935.963;0.005619741455782782;0.005281467390662807
2021-02-01;951.41;951.94;952.41;947.88;;-0.06;-0.0005569128260156385;0.005144988228530105;-0.0016269297133887914;-0.0036117562542195922;0.005281467390662807;0.005223228380177387;0.0005569128260156385;3.101518957807248e-07;954.7700000000001;937.2945;0.004362112211317704;0.005144988228530105
2021-02-02;956.9;951.41;957.61;949.83;;0.58;0.005753798016123588;0.005191622916288004;-0.0005569128260156385;-0.0016269297133887914;0.005144988228530105;0.005281467390662807;0.005753798016123588;3.310619161034774e-05;954.1360000000001;938.6915000000001;0.0037942026553887728;0.005191622916288004
2021-02-03;959.57;956.9;960.5;955.07;;0.28;0.0027863746653627964;0.004404376707286532;0.005753798016123588;-0.0005569128260156385;0.005191622916288004;0.005144988228530105;0.0027863746653627964;7.763883775775635e-06;954.662;940.6940000000001;0.003720395598888585;0.004404376707286532
2021-02-04;958.52;959.57;963.56;957.12;;-0.11;-0.0010948392462125527;0.00422065953783039;0.0027863746653627964;0.005753798016123588;0.004404376707286532;0.005191622916288004;0.0010948392462125527;1.1986729750472708e-06;955.668;942.8365;0.0031420193848779405;0.00422065953783039
2021-02-05;955.53;958.52;962.11;955.53;;-0.31;-0.003124267842666338;0.0042709429056468394;-0.0010948392462125527;0.0027863746653627964;0.00422065953783039;0.004404376707286532;0.003124267842666338;9.761049552718976e-06;956.3859999999999;944.5369999999999;0.0035109179924779554;0.0042709429056468394
2021-02-08;955.81;955.53;960.78;955.5;;0.03;0.0002929881674668456;0.00418902221707515;-0.003124267842666338;-0.0010948392462125527;0.0042709429056468394;0.00422065953783039;0.0002929881674668456;8.584206627558037e-08;957.266;946.3475000000001;0.00345172933324709;0.00418902221707515
